cell_id	cell_type	annotator
BaselTMA_SP42_46_X10Y7_1636	T cells	Annotator-2
BaselTMA_SP42_46_X10Y7_2450	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_122_X12Y8_1385	Stromal	Annotator-2
BaselTMA_SP42_6_X11Y1_1779	Stromal	Annotator-2
BaselTMA_SP42_46_X10Y7_513	T cells	Annotator-2
BaselTMA_SP41_218_X9Y4_240_1522	Epithelial (other)	Annotator-2
BaselTMA_SP43_170_X3Y3_1478	Stromal	Annotator-2
BaselTMA_SP41_218_X10Y4_193_290	Unclear	Annotator-2
BaselTMA_SP42_46_X10Y7_1714	Unclear	Annotator-2
BaselTMA_SP42_6_X11Y1_1266	Stromal	Annotator-2
BaselTMA_SP43_140_X10Y7_508	Stromal	Annotator-2
BaselTMA_SP43_122_X12Y8_1932	Stromal	Annotator-2
BaselTMA_SP41_218_X9Y4_240_2448	Epithelial (other)	Annotator-2
BaselTMA_SP41_218_X9Y4_240_1043	Epithelial (basal)	Annotator-2
BaselTMA_SP43_122_X12Y8_3041	Stromal	Annotator-2
BaselTMA_SP42_46_X10Y7_2217	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_140_X10Y7_1023	T cells	Annotator-2
BaselTMA_SP42_6_X11Y1_1626	Stromal	Annotator-2
BaselTMA_SP43_170_X3Y3_154	Stromal	Annotator-2
BaselTMA_SP43_170_X3Y3_494	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X9Y4_240_251	Unclear	Annotator-2
BaselTMA_SP43_140_X10Y7_1123	Epithelial (basal)	Annotator-2
BaselTMA_SP43_170_X3Y3_1818	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X10Y4_193_394	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_46_X10Y7_320	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_140_X10Y7_194	T cells	Annotator-2
BaselTMA_SP42_6_X11Y1_939	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X9Y4_240_183	T cells	Annotator-2
BaselTMA_SP41_218_X9Y4_185_80	Stromal	Annotator-2
BaselTMA_SP41_218_X9Y4_240_2328	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_122_X12Y8_2802	Stromal	Annotator-2
BaselTMA_SP42_6_X11Y1_966	Stromal	Annotator-2
BaselTMA_SP43_140_X10Y7_738	T cells	Annotator-2
BaselTMA_SP41_218_X9Y4_240_1370	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_140_X10Y7_1583	Stromal	Annotator-2
BaselTMA_SP42_6_X11Y1_1315	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_170_X3Y3_269	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_170_X3Y3_1607	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_170_X3Y3_288	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_140_X10Y7_1191	Stromal	Annotator-2
BaselTMA_SP42_6_X11Y1_1019	Stromal	Annotator-2
BaselTMA_SP43_170_X3Y3_1730	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_6_X11Y1_1389	Stromal	Annotator-2
BaselTMA_SP43_122_X12Y8_2666	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X10Y4_193_1356	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_46_X10Y7_1786	T cells	Annotator-2
BaselTMA_SP42_46_X10Y7_1770	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_46_X10Y7_541	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X9Y4_240_972	Epithelial (other)	Annotator-2
BaselTMA_SP42_6_X11Y1_215	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_170_X3Y3_503	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_170_X3Y3_386	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X9Y4_240_2402	Epithelial (basal)	Annotator-2
BaselTMA_SP41_218_X9Y4_240_1235	Stromal	Annotator-2
BaselTMA_SP42_6_X11Y1_799	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_170_X3Y3_650	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_122_X12Y8_1060	Stromal	Annotator-2
BaselTMA_SP43_122_X12Y8_975	Stromal	Annotator-2
BaselTMA_SP43_140_X10Y7_676	Unclear	Annotator-2
BaselTMA_SP43_122_X12Y8_3134	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_170_X3Y3_461	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_46_X10Y7_2360	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_140_X10Y7_514	Unclear	Annotator-2
BaselTMA_SP43_122_X12Y8_1884	Stromal	Annotator-2
BaselTMA_SP43_122_X12Y8_3306	Endothelial	Annotator-2
BaselTMA_SP43_140_X10Y7_1055	Stromal	Annotator-2
BaselTMA_SP42_6_X11Y1_1830	Stromal	Annotator-2
BaselTMA_SP43_122_X12Y8_110	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_122_X12Y8_187	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_170_X3Y3_769	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_6_X11Y1_147	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_140_X10Y7_803	Stromal	Annotator-2
BaselTMA_SP43_122_X12Y8_1927	Stromal	Annotator-2
BaselTMA_SP43_122_X12Y8_2410	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X10Y4_193_238	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X9Y4_240_548	Unclear	Annotator-2
BaselTMA_SP41_218_X9Y4_240_406	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_170_X3Y3_1774	Stromal	Annotator-2
BaselTMA_SP41_218_X10Y4_193_1984	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_6_X11Y1_38	Stromal	Annotator-2
BaselTMA_SP42_6_X11Y1_1249	Unclear	Annotator-2
BaselTMA_SP42_46_X10Y7_2065	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_46_X10Y7_2021	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_46_X10Y7_1768	Endothelial	Annotator-2
BaselTMA_SP42_6_X11Y1_1312	Stromal	Annotator-2
BaselTMA_SP42_46_X10Y7_1358	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_122_X12Y8_2565	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_46_X10Y7_2	T cells	Annotator-2
BaselTMA_SP42_46_X10Y7_1143	T cells	Annotator-2
BaselTMA_SP43_140_X10Y7_219	Unclear	Annotator-2
BaselTMA_SP43_122_X12Y8_2755	Unclear	Annotator-2
BaselTMA_SP43_140_X10Y7_1781	Stromal	Annotator-2
BaselTMA_SP42_46_X10Y7_2429	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_46_X10Y7_2569	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X10Y4_193_383	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X10Y4_193_187	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_122_X12Y8_1896	Stromal	Annotator-2
BaselTMA_SP42_46_X10Y7_1450	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X9Y4_185_77	T cells	Annotator-2
BaselTMA_SP41_218_X9Y4_240_1705	Endothelial	Annotator-2
BaselTMA_SP42_6_X11Y1_1550	Stromal	Annotator-2
BaselTMA_SP43_140_X10Y7_36	Unclear	Annotator-2
BaselTMA_SP43_147_X6Y6_29	T cells	Annotator-2
BaselTMA_SP43_170_X3Y3_1674	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X10Y4_193_625	Epithelial (basal)	Annotator-2
BaselTMA_SP43_122_X12Y8_2955	Stromal	Annotator-2
BaselTMA_SP42_46_X10Y7_916	Stromal	Annotator-2
BaselTMA_SP42_46_X10Y7_1825	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X9Y4_240_795	Unclear	Annotator-2
BaselTMA_SP41_218_X10Y4_193_314	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_6_X11Y1_7	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_46_X10Y7_1560	Unclear	Annotator-2
BaselTMA_SP43_170_X3Y3_1579	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_46_X10Y7_1647	Macrophage	Annotator-2
BaselTMA_SP43_140_X10Y7_1290	Epithelial (basal)	Annotator-2
BaselTMA_SP43_122_X12Y8_2153	Stromal	Annotator-2
BaselTMA_SP43_170_X3Y3_1725	Stromal	Annotator-2
BaselTMA_SP43_122_X12Y8_1211	Epithelial (luminal)	Annotator-2
BaselTMA_SP43_170_X3Y3_1125	Epithelial (luminal)	Annotator-2
BaselTMA_SP41_218_X9Y4_240_1024	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_6_X11Y1_987	Epithelial (luminal)	Annotator-2
BaselTMA_SP42_46_X10Y7_2537	Epithelial (luminal)	Annotator-2
