cell_id	leiden	cell_type
Composite-TMA-19_15308	13	Unclear
Composite-TMA-19_15309	15	Stromal
Composite-TMA-19_1531	1	Epithelial
Composite-TMA-19_15310	15	Stromal
Composite-TMA-19_15311	15	Stromal
Composite-TMA-19_15312	7	Epithelial
Composite-TMA-19_15313	18	Epithelial immunosuppressive
Composite-TMA-19_15315	14	Epithelial proliferative
Composite-TMA-19_15316	15	Stromal
Composite-TMA-19_15317	15	Stromal
Composite-TMA-19_15318	15	Stromal
Composite-TMA-19_15319	7	Epithelial
Composite-TMA-19_1532	0	Stromal
Composite-TMA-19_15320	1	Epithelial
Composite-TMA-19_15321	1	Epithelial
Composite-TMA-19_15322	6	Epithelial proliferative
Composite-TMA-19_15323	11	Epithelial
Composite-TMA-19_15324	15	Stromal
Composite-TMA-19_15325	15	Stromal
Composite-TMA-19_15326	12	Unclear
Composite-TMA-19_15327	7	Epithelial
Composite-TMA-19_15328	13	Unclear
Composite-TMA-19_15329	14	Epithelial proliferative
Composite-TMA-19_1533	0	Stromal
Composite-TMA-19_15330	15	Stromal
Composite-TMA-19_15331	18	Epithelial immunosuppressive
Composite-TMA-19_15332	14	Epithelial proliferative
Composite-TMA-19_15334	15	Stromal
Composite-TMA-19_15335	7	Epithelial
Composite-TMA-19_15336	1	Epithelial
Composite-TMA-19_15337	1	Epithelial
Composite-TMA-19_15338	1	Epithelial
Composite-TMA-19_15339	1	Epithelial
Composite-TMA-19_1534	5	Stromal
Composite-TMA-19_15340	13	Unclear
Composite-TMA-19_15344	1	Epithelial
Composite-TMA-19_15345	1	Epithelial
Composite-TMA-19_15346	13	Unclear
Composite-TMA-19_15347	18	Epithelial immunosuppressive
Composite-TMA-19_15348	0	Stromal
Composite-TMA-19_15349	1	Epithelial
Composite-TMA-19_1535	12	Unclear
Composite-TMA-19_15350	18	Epithelial immunosuppressive
Composite-TMA-19_15351	12	Unclear
Composite-TMA-19_15352	15	Stromal
Composite-TMA-19_15353	12	Unclear
Composite-TMA-19_15354	1	Epithelial
Composite-TMA-19_15355	13	Unclear
Composite-TMA-19_15356	1	Epithelial
Composite-TMA-19_15357	15	Stromal
Composite-TMA-19_15358	15	Stromal
Composite-TMA-19_15359	15	Stromal
Composite-TMA-19_1536	1	Epithelial
Composite-TMA-19_15360	15	Stromal
Composite-TMA-19_15361	12	Unclear
Composite-TMA-19_15362	1	Epithelial
Composite-TMA-19_15363	12	Unclear
Composite-TMA-19_15364	1	Epithelial
Composite-TMA-19_15365	1	Epithelial
Composite-TMA-19_15366	18	Epithelial immunosuppressive
Composite-TMA-19_15367	14	Epithelial proliferative
Composite-TMA-19_15368	15	Stromal
Composite-TMA-19_15369	15	Stromal
Composite-TMA-19_1537	0	Stromal
Composite-TMA-19_15370	15	Stromal
Composite-TMA-19_15371	12	Unclear
Composite-TMA-19_15373	13	Unclear
Composite-TMA-19_15374	13	Unclear
Composite-TMA-19_15375	14	Epithelial proliferative
Composite-TMA-19_15376	14	Epithelial proliferative
Composite-TMA-19_15377	15	Stromal
Composite-TMA-19_15378	1	Epithelial
Composite-TMA-19_15379	18	Epithelial immunosuppressive
Composite-TMA-19_1538	12	Unclear
Composite-TMA-19_15380	18	Epithelial immunosuppressive
Composite-TMA-19_15381	18	Epithelial immunosuppressive
Composite-TMA-19_15382	15	Stromal
Composite-TMA-19_15383	15	Stromal
Composite-TMA-19_15385	1	Epithelial
Composite-TMA-19_15386	7	Epithelial
Composite-TMA-19_15387	14	Epithelial proliferative
Composite-TMA-19_15388	14	Epithelial proliferative
Composite-TMA-19_15389	1	Epithelial
Composite-TMA-19_1539	12	Unclear
Composite-TMA-19_15390	1	Epithelial
Composite-TMA-19_15391	1	Epithelial
Composite-TMA-19_15392	1	Epithelial
Composite-TMA-19_15393	13	Unclear
Composite-TMA-19_15394	14	Epithelial proliferative
Composite-TMA-19_15395	15	Stromal
Composite-TMA-19_15396	12	Unclear
Composite-TMA-19_15397	15	Stromal
Composite-TMA-19_15398	15	Stromal
Composite-TMA-19_15399	7	Epithelial
Composite-TMA-19_154	0	Stromal
Composite-TMA-19_1540	5	Stromal
Composite-TMA-19_15400	1	Epithelial
Composite-TMA-19_15401	18	Epithelial immunosuppressive
Composite-TMA-19_15402	1	Epithelial
Composite-TMA-19_15403	14	Epithelial proliferative
Composite-TMA-19_15404	9	Epithelial
Composite-TMA-19_15405	1	Epithelial
Composite-TMA-19_15406	7	Epithelial
Composite-TMA-19_15407	7	Epithelial
Composite-TMA-19_15409	13	Unclear
Composite-TMA-19_1541	7	Epithelial
Composite-TMA-19_15410	12	Unclear
Composite-TMA-19_15411	15	Stromal
Composite-TMA-19_15412	15	Stromal
Composite-TMA-19_15414	7	Epithelial
Composite-TMA-19_15417	15	Stromal
Composite-TMA-19_15418	15	Stromal
Composite-TMA-19_15419	9	Epithelial
Composite-TMA-19_1542	0	Stromal
Composite-TMA-19_15420	1	Epithelial
Composite-TMA-19_15421	12	Unclear
Composite-TMA-19_15422	1	Epithelial
Composite-TMA-19_15423	1	Epithelial
Composite-TMA-19_15424	7	Epithelial
Composite-TMA-19_15425	18	Epithelial immunosuppressive
Composite-TMA-19_15427	14	Epithelial proliferative
Composite-TMA-19_15428	15	Stromal
Composite-TMA-19_15429	7	Epithelial
Composite-TMA-19_1543	20	Unclear
Composite-TMA-19_15430	18	Epithelial immunosuppressive
Composite-TMA-19_15431	13	Unclear
Composite-TMA-19_15432	13	Unclear
Composite-TMA-19_15433	14	Epithelial proliferative
Composite-TMA-19_15434	15	Stromal
Composite-TMA-19_15435	12	Unclear
Composite-TMA-19_15436	7	Epithelial
Composite-TMA-19_15437	1	Epithelial
Composite-TMA-19_15438	18	Epithelial immunosuppressive
Composite-TMA-19_15439	13	Unclear
Composite-TMA-19_1544	2	Epithelial immunosuppressive
Composite-TMA-19_15440	15	Stromal
Composite-TMA-19_15441	13	Unclear
Composite-TMA-19_15442	1	Epithelial
Composite-TMA-19_15443	7	Epithelial
Composite-TMA-19_15444	18	Epithelial immunosuppressive
Composite-TMA-19_15445	13	Unclear
Composite-TMA-19_15447	15	Stromal
Composite-TMA-19_15448	1	Epithelial
Composite-TMA-19_15449	14	Epithelial proliferative
Composite-TMA-19_1545	12	Unclear
Composite-TMA-19_15450	14	Epithelial proliferative
Composite-TMA-19_15451	15	Stromal
Composite-TMA-19_15452	15	Stromal
Composite-TMA-19_15453	15	Stromal
Composite-TMA-19_15455	13	Unclear
Composite-TMA-19_15456	1	Epithelial
Composite-TMA-19_15457	12	Unclear
Composite-TMA-19_15458	18	Epithelial immunosuppressive
Composite-TMA-19_15459	19	Stromal
Composite-TMA-19_1546	12	Unclear
Composite-TMA-19_15460	18	Epithelial immunosuppressive
Composite-TMA-19_15461	13	Unclear
Composite-TMA-19_15462	13	Unclear
Composite-TMA-19_15463	1	Epithelial
Composite-TMA-19_15464	15	Stromal
Composite-TMA-19_15465	12	Unclear
Composite-TMA-19_15466	1	Epithelial
Composite-TMA-19_15467	18	Epithelial immunosuppressive
Composite-TMA-19_15468	13	Unclear
Composite-TMA-19_15469	13	Unclear
Composite-TMA-19_1547	0	Stromal
Composite-TMA-19_15470	15	Stromal
Composite-TMA-19_15472	1	Epithelial
Composite-TMA-19_15473	13	Unclear
Composite-TMA-19_15475	12	Unclear
Composite-TMA-19_15476	14	Epithelial proliferative
Composite-TMA-19_15477	15	Stromal
Composite-TMA-19_15478	15	Stromal
Composite-TMA-19_15479	7	Epithelial
Composite-TMA-19_1548	0	Stromal
Composite-TMA-19_15480	13	Unclear
Composite-TMA-19_15481	18	Epithelial immunosuppressive
Composite-TMA-19_15482	13	Unclear
Composite-TMA-19_15483	15	Stromal
Composite-TMA-19_15484	15	Stromal
Composite-TMA-19_15485	7	Epithelial
Composite-TMA-19_15486	13	Unclear
Composite-TMA-19_15487	14	Epithelial proliferative
Composite-TMA-19_15489	1	Epithelial
Composite-TMA-19_1549	5	Stromal
Composite-TMA-19_15490	7	Epithelial
Composite-TMA-19_15491	7	Epithelial
Composite-TMA-19_15492	13	Unclear
Composite-TMA-19_15493	15	Stromal
Composite-TMA-19_15494	1	Epithelial
Composite-TMA-19_15495	12	Unclear
Composite-TMA-19_15496	1	Epithelial
Composite-TMA-19_15497	12	Unclear
Composite-TMA-19_15498	7	Epithelial
Composite-TMA-19_15499	13	Unclear
Composite-TMA-19_155	9	Epithelial
Composite-TMA-19_1550	20	Unclear
Composite-TMA-19_15500	13	Unclear
Composite-TMA-19_15502	12	Unclear
Composite-TMA-19_15503	12	Unclear
Composite-TMA-19_15504	1	Epithelial
Composite-TMA-19_15505	7	Epithelial
Composite-TMA-19_15506	1	Epithelial
Composite-TMA-19_15507	18	Epithelial immunosuppressive
Composite-TMA-19_15508	18	Epithelial immunosuppressive
Composite-TMA-19_15509	13	Unclear
Composite-TMA-19_1551	12	Unclear
Composite-TMA-19_15510	1	Epithelial
Composite-TMA-19_15511	13	Unclear
Composite-TMA-19_15512	14	Epithelial proliferative
Composite-TMA-19_15513	15	Stromal
Composite-TMA-19_15514	15	Stromal
Composite-TMA-19_15515	15	Stromal
Composite-TMA-19_15516	18	Epithelial immunosuppressive
Composite-TMA-19_15517	15	Stromal
Composite-TMA-19_15518	12	Unclear
Composite-TMA-19_15519	12	Unclear
Composite-TMA-19_1552	0	Stromal
Composite-TMA-19_15520	7	Epithelial
Composite-TMA-19_15521	7	Epithelial
Composite-TMA-19_15523	1	Epithelial
Composite-TMA-19_15524	14	Epithelial proliferative
Composite-TMA-19_15525	15	Stromal
Composite-TMA-19_15526	15	Stromal
Composite-TMA-19_15527	9	Epithelial
Composite-TMA-19_15528	13	Unclear
Composite-TMA-19_15529	7	Epithelial
Composite-TMA-19_1553	0	Stromal
Composite-TMA-19_15530	18	Epithelial immunosuppressive
Composite-TMA-19_15531	13	Unclear
Composite-TMA-19_15532	13	Unclear
Composite-TMA-19_15533	15	Stromal
Composite-TMA-19_15534	15	Stromal
Composite-TMA-19_15535	7	Epithelial
Composite-TMA-19_15536	18	Epithelial immunosuppressive
Composite-TMA-19_15537	1	Epithelial
Composite-TMA-19_15538	7	Epithelial
Composite-TMA-19_15539	7	Epithelial
Composite-TMA-19_15540	13	Unclear
Composite-TMA-19_15541	13	Unclear
Composite-TMA-19_15542	14	Epithelial proliferative
Composite-TMA-19_15544	1	Epithelial
Composite-TMA-19_15545	1	Epithelial
Composite-TMA-19_15546	12	Unclear
Composite-TMA-19_15547	7	Epithelial
Composite-TMA-19_15548	13	Unclear
Composite-TMA-19_15549	15	Stromal
Composite-TMA-19_1555	0	Stromal
Composite-TMA-19_15550	15	Stromal
Composite-TMA-19_15551	12	Unclear
Composite-TMA-19_15552	7	Epithelial
Composite-TMA-19_15553	18	Epithelial immunosuppressive
Composite-TMA-19_15554	1	Epithelial
Composite-TMA-19_15555	1	Epithelial
Composite-TMA-19_15556	14	Epithelial proliferative
Composite-TMA-19_15557	1	Epithelial
Composite-TMA-19_15558	18	Epithelial immunosuppressive
Composite-TMA-19_15559	15	Stromal
Composite-TMA-19_1556	12	Unclear
Composite-TMA-19_15560	1	Epithelial
Composite-TMA-19_15561	18	Epithelial immunosuppressive
Composite-TMA-19_15562	13	Unclear
Composite-TMA-19_15563	15	Stromal
Composite-TMA-19_15564	13	Unclear
Composite-TMA-19_15565	15	Stromal
Composite-TMA-19_15566	15	Stromal
Composite-TMA-19_15567	1	Epithelial
Composite-TMA-19_15568	1	Epithelial
Composite-TMA-19_15569	1	Epithelial
Composite-TMA-19_1557	12	Unclear
Composite-TMA-19_15570	15	Stromal
Composite-TMA-19_15572	1	Epithelial
Composite-TMA-19_15573	18	Epithelial immunosuppressive
Composite-TMA-19_15574	18	Epithelial immunosuppressive
Composite-TMA-19_15575	14	Epithelial proliferative
Composite-TMA-19_15576	14	Epithelial proliferative
Composite-TMA-19_15577	14	Epithelial proliferative
Composite-TMA-19_15578	14	Epithelial proliferative
Composite-TMA-19_15579	15	Stromal
Composite-TMA-19_1558	7	Epithelial
Composite-TMA-19_15580	15	Stromal
Composite-TMA-19_15582	1	Epithelial
Composite-TMA-19_15583	7	Epithelial
Composite-TMA-19_15584	1	Epithelial
Composite-TMA-19_15585	14	Epithelial proliferative
Composite-TMA-19_15586	20	Unclear
Composite-TMA-19_15587	15	Stromal
Composite-TMA-19_15588	2	Epithelial immunosuppressive
Composite-TMA-19_15589	12	Unclear
Composite-TMA-19_1559	0	Stromal
Composite-TMA-19_15590	1	Epithelial
Composite-TMA-19_15591	1	Epithelial
Composite-TMA-19_15592	13	Unclear
Composite-TMA-19_15593	13	Unclear
Composite-TMA-19_15594	15	Stromal
Composite-TMA-19_15595	15	Stromal
Composite-TMA-19_15596	15	Stromal
Composite-TMA-19_15597	11	Epithelial
Composite-TMA-19_15598	7	Epithelial
Composite-TMA-19_15599	7	Epithelial
Composite-TMA-19_156	5	Stromal
Composite-TMA-19_1560	0	Stromal
Composite-TMA-19_15600	13	Unclear
Composite-TMA-19_15601	15	Stromal
Composite-TMA-19_15602	7	Epithelial
Composite-TMA-19_15603	18	Epithelial immunosuppressive
Composite-TMA-19_15604	18	Epithelial immunosuppressive
Composite-TMA-19_15605	0	Stromal
Composite-TMA-19_15606	12	Unclear
Composite-TMA-19_15607	12	Unclear
Composite-TMA-19_15608	13	Unclear
Composite-TMA-19_15609	0	Stromal
Composite-TMA-19_1561	0	Stromal
Composite-TMA-19_15610	1	Epithelial
Composite-TMA-19_15611	13	Unclear
Composite-TMA-19_15612	19	Stromal
Composite-TMA-19_15613	11	Epithelial
Composite-TMA-19_15614	14	Epithelial proliferative
Composite-TMA-19_15615	1	Epithelial
Composite-TMA-19_15616	13	Unclear
Composite-TMA-19_15617	14	Epithelial proliferative
Composite-TMA-19_15618	12	Unclear
Composite-TMA-19_15619	1	Epithelial
Composite-TMA-19_1562	5	Stromal
Composite-TMA-19_15620	1	Epithelial
Composite-TMA-19_15621	13	Unclear
Composite-TMA-19_15622	13	Unclear
Composite-TMA-19_15623	14	Epithelial proliferative
Composite-TMA-19_15624	15	Stromal
Composite-TMA-19_15625	15	Stromal
Composite-TMA-19_15626	12	Unclear
Composite-TMA-19_15627	12	Unclear
Composite-TMA-19_15628	13	Unclear
Composite-TMA-19_15629	13	Unclear
Composite-TMA-19_15630	1	Epithelial
Composite-TMA-19_15631	14	Epithelial proliferative
Composite-TMA-19_15632	15	Stromal
Composite-TMA-19_15633	15	Stromal
Composite-TMA-19_15634	15	Stromal
Composite-TMA-19_15635	12	Unclear
Composite-TMA-19_15636	1	Epithelial
Composite-TMA-19_15637	13	Unclear
Composite-TMA-19_15638	18	Epithelial immunosuppressive
Composite-TMA-19_15639	13	Unclear
Composite-TMA-19_1564	7	Epithelial
Composite-TMA-19_15640	14	Epithelial proliferative
Composite-TMA-19_15641	9	Epithelial
Composite-TMA-19_15642	7	Epithelial
Composite-TMA-19_15643	12	Unclear
Composite-TMA-19_15644	1	Epithelial
Composite-TMA-19_15645	13	Unclear
Composite-TMA-19_15646	13	Unclear
Composite-TMA-19_15647	13	Unclear
Composite-TMA-19_15648	7	Epithelial
Composite-TMA-19_15649	1	Epithelial
Composite-TMA-19_1565	7	Epithelial
Composite-TMA-19_15650	13	Unclear
Composite-TMA-19_15651	13	Unclear
Composite-TMA-19_15652	13	Unclear
Composite-TMA-19_15653	14	Epithelial proliferative
Composite-TMA-19_15654	15	Stromal
Composite-TMA-19_15655	15	Stromal
Composite-TMA-19_15656	1	Epithelial
Composite-TMA-19_15657	7	Epithelial
Composite-TMA-19_15658	7	Epithelial
Composite-TMA-19_15659	18	Epithelial immunosuppressive
Composite-TMA-19_1566	0	Stromal
Composite-TMA-19_15660	13	Unclear
Composite-TMA-19_15661	13	Unclear
Composite-TMA-19_15662	14	Epithelial proliferative
Composite-TMA-19_15663	14	Epithelial proliferative
Composite-TMA-19_15664	15	Stromal
Composite-TMA-19_15665	15	Stromal
Composite-TMA-19_15666	15	Stromal
Composite-TMA-19_15668	0	Stromal
Composite-TMA-19_15669	7	Epithelial
Composite-TMA-19_1567	12	Unclear
Composite-TMA-19_15670	1	Epithelial
Composite-TMA-19_15671	7	Epithelial
Composite-TMA-19_15672	1	Epithelial
Composite-TMA-19_15673	18	Epithelial immunosuppressive
Composite-TMA-19_15674	15	Stromal
Composite-TMA-19_15676	9	Epithelial
Composite-TMA-19_15677	12	Unclear
Composite-TMA-19_15678	7	Epithelial
Composite-TMA-19_15679	15	Stromal
Composite-TMA-19_1568	12	Unclear
Composite-TMA-19_15680	1	Epithelial
Composite-TMA-19_15681	13	Unclear
Composite-TMA-19_15682	0	Stromal
Composite-TMA-19_15683	12	Unclear
Composite-TMA-19_15684	7	Epithelial
Composite-TMA-19_15685	1	Epithelial
Composite-TMA-19_15686	12	Unclear
Composite-TMA-19_15687	18	Epithelial immunosuppressive
Composite-TMA-19_15688	12	Unclear
Composite-TMA-19_15689	14	Epithelial proliferative
Composite-TMA-19_1569	12	Unclear
Composite-TMA-19_15690	14	Epithelial proliferative
Composite-TMA-19_15691	18	Epithelial immunosuppressive
Composite-TMA-19_15692	13	Unclear
Composite-TMA-19_15693	14	Epithelial proliferative
Composite-TMA-19_15694	15	Stromal
Composite-TMA-19_15695	15	Stromal
Composite-TMA-19_15696	1	Epithelial
Composite-TMA-19_15697	18	Epithelial immunosuppressive
Composite-TMA-19_15698	18	Epithelial immunosuppressive
Composite-TMA-19_15699	13	Unclear
Composite-TMA-19_157	12	Unclear
Composite-TMA-19_1570	12	Unclear
Composite-TMA-19_15700	13	Unclear
Composite-TMA-19_15701	12	Unclear
Composite-TMA-19_15702	12	Unclear
Composite-TMA-19_15703	0	Stromal
Composite-TMA-19_15704	15	Stromal
Composite-TMA-19_15705	13	Unclear
Composite-TMA-19_15706	1	Epithelial
Composite-TMA-19_15707	1	Epithelial
Composite-TMA-19_15708	13	Unclear
Composite-TMA-19_15709	15	Stromal
Composite-TMA-19_1571	0	Stromal
Composite-TMA-19_15710	19	Stromal
Composite-TMA-19_15711	1	Epithelial
Composite-TMA-19_15712	1	Epithelial
Composite-TMA-19_15713	18	Epithelial immunosuppressive
Composite-TMA-19_15714	13	Unclear
Composite-TMA-19_15715	13	Unclear
Composite-TMA-19_15716	14	Epithelial proliferative
Composite-TMA-19_15718	1	Epithelial
Composite-TMA-19_15719	7	Epithelial
Composite-TMA-19_1572	5	Stromal
Composite-TMA-19_15720	18	Epithelial immunosuppressive
Composite-TMA-19_15721	12	Unclear
Composite-TMA-19_15722	1	Epithelial
Composite-TMA-19_15723	14	Epithelial proliferative
Composite-TMA-19_15724	15	Stromal
Composite-TMA-19_15726	12	Unclear
Composite-TMA-19_15727	12	Unclear
Composite-TMA-19_15728	1	Epithelial
Composite-TMA-19_15729	7	Epithelial
Composite-TMA-19_1573	0	Stromal
Composite-TMA-19_15730	7	Epithelial
Composite-TMA-19_15731	18	Epithelial immunosuppressive
Composite-TMA-19_15732	13	Unclear
Composite-TMA-19_15733	12	Unclear
Composite-TMA-19_15734	14	Epithelial proliferative
Composite-TMA-19_15735	15	Stromal
Composite-TMA-19_15736	15	Stromal
Composite-TMA-19_15737	12	Unclear
Composite-TMA-19_15738	18	Epithelial immunosuppressive
Composite-TMA-19_15739	13	Unclear
Composite-TMA-19_1574	12	Unclear
Composite-TMA-19_15740	1	Epithelial
Composite-TMA-19_15741	13	Unclear
Composite-TMA-19_15742	12	Unclear
Composite-TMA-19_15743	14	Epithelial proliferative
Composite-TMA-19_15744	12	Unclear
Composite-TMA-19_15745	7	Epithelial
Composite-TMA-19_15746	12	Unclear
Composite-TMA-19_15747	12	Unclear
Composite-TMA-19_15748	1	Epithelial
Composite-TMA-19_15749	13	Unclear
Composite-TMA-19_1575	0	Stromal
Composite-TMA-19_15750	15	Stromal
Composite-TMA-19_15751	15	Stromal
Composite-TMA-19_15752	15	Stromal
Composite-TMA-19_15753	15	Stromal
Composite-TMA-19_15754	1	Epithelial
Composite-TMA-19_15755	1	Epithelial
Composite-TMA-19_15756	1	Epithelial
Composite-TMA-19_15757	14	Epithelial proliferative
Composite-TMA-19_15758	15	Stromal
Composite-TMA-19_1576	0	Stromal
Composite-TMA-19_15760	13	Unclear
Composite-TMA-19_15761	13	Unclear
Composite-TMA-19_15762	14	Epithelial proliferative
Composite-TMA-19_15764	12	Unclear
Composite-TMA-19_15765	1	Epithelial
Composite-TMA-19_15766	1	Epithelial
Composite-TMA-19_15767	15	Stromal
Composite-TMA-19_15768	5	Stromal
Composite-TMA-19_15769	1	Epithelial
Composite-TMA-19_1577	5	Stromal
Composite-TMA-19_15770	7	Epithelial
Composite-TMA-19_15771	13	Unclear
Composite-TMA-19_15772	18	Epithelial immunosuppressive
Composite-TMA-19_15773	1	Epithelial
Composite-TMA-19_15774	15	Stromal
Composite-TMA-19_15775	15	Stromal
Composite-TMA-19_15776	5	Stromal
Composite-TMA-19_15777	7	Epithelial
Composite-TMA-19_15778	1	Epithelial
Composite-TMA-19_15779	1	Epithelial
Composite-TMA-19_1578	5	Stromal
Composite-TMA-19_15780	1	Epithelial
Composite-TMA-19_15781	18	Epithelial immunosuppressive
Composite-TMA-19_15782	13	Unclear
Composite-TMA-19_15783	19	Stromal
Composite-TMA-19_15786	13	Unclear
Composite-TMA-19_15787	12	Unclear
Composite-TMA-19_15788	1	Epithelial
Composite-TMA-19_15789	7	Epithelial
Composite-TMA-19_1579	12	Unclear
Composite-TMA-19_15790	1	Epithelial
Composite-TMA-19_15791	18	Epithelial immunosuppressive
Composite-TMA-19_15792	13	Unclear
Composite-TMA-19_15793	13	Unclear
Composite-TMA-19_15794	13	Unclear
Composite-TMA-19_15795	13	Unclear
Composite-TMA-19_15796	13	Unclear
Composite-TMA-19_15797	19	Stromal
Composite-TMA-19_15798	15	Stromal
Composite-TMA-19_15799	15	Stromal
Composite-TMA-19_158	9	Epithelial
Composite-TMA-19_1580	1	Epithelial
Composite-TMA-19_15800	1	Epithelial
Composite-TMA-19_15801	7	Epithelial
Composite-TMA-19_15802	18	Epithelial immunosuppressive
Composite-TMA-19_15803	0	Stromal
Composite-TMA-19_15804	14	Epithelial proliferative
Composite-TMA-19_15805	15	Stromal
Composite-TMA-19_15806	18	Epithelial immunosuppressive
Composite-TMA-19_15807	13	Unclear
Composite-TMA-19_15808	13	Unclear
Composite-TMA-19_15809	12	Unclear
Composite-TMA-19_1581	7	Epithelial
Composite-TMA-19_15810	14	Epithelial proliferative
Composite-TMA-19_15811	15	Stromal
Composite-TMA-19_15812	1	Epithelial
Composite-TMA-19_15813	7	Epithelial
Composite-TMA-19_15814	13	Unclear
Composite-TMA-19_15815	14	Epithelial proliferative
Composite-TMA-19_15816	15	Stromal
Composite-TMA-19_15817	15	Stromal
Composite-TMA-19_15818	5	Stromal
Composite-TMA-19_15819	7	Epithelial
Composite-TMA-19_1582	0	Stromal
Composite-TMA-19_15820	13	Unclear
Composite-TMA-19_15821	14	Epithelial proliferative
Composite-TMA-19_15822	15	Stromal
Composite-TMA-19_15823	15	Stromal
Composite-TMA-19_15824	12	Unclear
Composite-TMA-19_15825	1	Epithelial
Composite-TMA-19_15826	12	Unclear
Composite-TMA-19_15827	5	Stromal
Composite-TMA-19_15828	7	Epithelial
Composite-TMA-19_15829	12	Unclear
Composite-TMA-19_1583	12	Unclear
Composite-TMA-19_15831	7	Epithelial
Composite-TMA-19_15833	7	Epithelial
Composite-TMA-19_15834	18	Epithelial immunosuppressive
Composite-TMA-19_15835	5	Stromal
Composite-TMA-19_15836	7	Epithelial
Composite-TMA-19_15837	7	Epithelial
Composite-TMA-19_15838	18	Epithelial immunosuppressive
Composite-TMA-19_15839	1	Epithelial
Composite-TMA-19_15841	7	Epithelial
Composite-TMA-19_15842	13	Unclear
Composite-TMA-19_15843	14	Epithelial proliferative
Composite-TMA-19_15844	14	Epithelial proliferative
Composite-TMA-19_15845	15	Stromal
Composite-TMA-19_15846	15	Stromal
Composite-TMA-19_15847	6	Epithelial proliferative
Composite-TMA-19_15848	14	Epithelial proliferative
Composite-TMA-19_15849	15	Stromal
Composite-TMA-19_1585	5	Stromal
Composite-TMA-19_15850	15	Stromal
Composite-TMA-19_15851	12	Unclear
Composite-TMA-19_15852	7	Epithelial
Composite-TMA-19_15853	1	Epithelial
Composite-TMA-19_15854	13	Unclear
Composite-TMA-19_15855	18	Epithelial immunosuppressive
Composite-TMA-19_15856	13	Unclear
Composite-TMA-19_15857	0	Stromal
Composite-TMA-19_15858	15	Stromal
Composite-TMA-19_15859	7	Epithelial
Composite-TMA-19_1586	1	Epithelial
Composite-TMA-19_15860	7	Epithelial
Composite-TMA-19_15861	12	Unclear
Composite-TMA-19_15862	0	Stromal
Composite-TMA-19_15863	13	Unclear
Composite-TMA-19_15864	14	Epithelial proliferative
Composite-TMA-19_15865	14	Epithelial proliferative
Composite-TMA-19_15866	15	Stromal
Composite-TMA-19_15867	7	Epithelial
Composite-TMA-19_15868	5	Stromal
Composite-TMA-19_15869	13	Unclear
Composite-TMA-19_1587	0	Stromal
Composite-TMA-19_15870	18	Epithelial immunosuppressive
Composite-TMA-19_15871	13	Unclear
Composite-TMA-19_15872	15	Stromal
Composite-TMA-19_15873	12	Unclear
Composite-TMA-19_15874	12	Unclear
Composite-TMA-19_15875	1	Epithelial
Composite-TMA-19_15876	7	Epithelial
Composite-TMA-19_15877	7	Epithelial
Composite-TMA-19_15878	1	Epithelial
Composite-TMA-19_15879	18	Epithelial immunosuppressive
Composite-TMA-19_15880	18	Epithelial immunosuppressive
Composite-TMA-19_15881	13	Unclear
Composite-TMA-19_15882	14	Epithelial proliferative
Composite-TMA-19_15883	15	Stromal
Composite-TMA-19_15885	13	Unclear
Composite-TMA-19_15886	13	Unclear
Composite-TMA-19_15887	13	Unclear
Composite-TMA-19_15888	15	Stromal
Composite-TMA-19_1589	5	Stromal
Composite-TMA-19_15890	7	Epithelial
Composite-TMA-19_15891	2	Epithelial immunosuppressive
Composite-TMA-19_15892	1	Epithelial
Composite-TMA-19_15893	7	Epithelial
Composite-TMA-19_15894	14	Epithelial proliferative
Composite-TMA-19_15895	15	Stromal
Composite-TMA-19_15896	15	Stromal
Composite-TMA-19_15897	12	Unclear
Composite-TMA-19_15898	18	Epithelial immunosuppressive
Composite-TMA-19_15899	18	Epithelial immunosuppressive
Composite-TMA-19_159	5	Stromal
Composite-TMA-19_1590	12	Unclear
Composite-TMA-19_15900	15	Stromal
Composite-TMA-19_15901	15	Stromal
Composite-TMA-19_15902	7	Epithelial
Composite-TMA-19_15903	1	Epithelial
Composite-TMA-19_15904	7	Epithelial
Composite-TMA-19_15905	13	Unclear
Composite-TMA-19_15906	13	Unclear
Composite-TMA-19_15908	15	Stromal
Composite-TMA-19_15909	5	Stromal
Composite-TMA-19_1591	7	Epithelial
Composite-TMA-19_15910	1	Epithelial
Composite-TMA-19_15911	13	Unclear
Composite-TMA-19_15912	13	Unclear
Composite-TMA-19_15913	13	Unclear
Composite-TMA-19_15915	5	Stromal
Composite-TMA-19_15916	2	Epithelial immunosuppressive
Composite-TMA-19_15917	13	Unclear
Composite-TMA-19_15918	12	Unclear
Composite-TMA-19_1592	0	Stromal
Composite-TMA-19_15920	15	Stromal
Composite-TMA-19_15922	0	Stromal
Composite-TMA-19_15923	12	Unclear
Composite-TMA-19_15924	1	Epithelial
Composite-TMA-19_15925	18	Epithelial immunosuppressive
Composite-TMA-19_15926	12	Unclear
Composite-TMA-19_15927	13	Unclear
Composite-TMA-19_15928	14	Epithelial proliferative
Composite-TMA-19_15929	15	Stromal
Composite-TMA-19_1593	0	Stromal
Composite-TMA-19_15931	5	Stromal
Composite-TMA-19_15932	7	Epithelial
Composite-TMA-19_15933	1	Epithelial
Composite-TMA-19_15934	13	Unclear
Composite-TMA-19_15935	15	Stromal
