cell_id	leiden	cell_type
Composite-TMA-29_9210	0	Other immune
Composite-TMA-29_9212	0	Other immune
Composite-TMA-29_9216	0	Other immune
Composite-TMA-29_922	2	Epithelial
Composite-TMA-29_9221	0	Other immune
Composite-TMA-29_9222	0	Other immune
Composite-TMA-29_9229	0	Other immune
Composite-TMA-29_923	2	Epithelial
Composite-TMA-29_9230	0	Other immune
Composite-TMA-29_9234	0	Other immune
Composite-TMA-29_9235	17	Treg
Composite-TMA-29_9236	17	Treg
Composite-TMA-29_9237	0	Other immune
Composite-TMA-29_9238	0	Other immune
Composite-TMA-29_9239	2	Epithelial
Composite-TMA-29_924	2	Epithelial
Composite-TMA-29_9242	0	Other immune
Composite-TMA-29_9246	0	Other immune
Composite-TMA-29_9249	0	Other immune
Composite-TMA-29_925	2	Epithelial
Composite-TMA-29_9250	0	Other immune
Composite-TMA-29_9252	17	Treg
Composite-TMA-29_9253	0	Other immune
Composite-TMA-29_9256	0	Other immune
Composite-TMA-29_9257	0	Other immune
Composite-TMA-29_9258	2	Epithelial
Composite-TMA-29_926	0	Other immune
Composite-TMA-29_9260	0	Other immune
Composite-TMA-29_9261	15	Unclear
Composite-TMA-29_9262	0	Other immune
Composite-TMA-29_9263	2	Epithelial
Composite-TMA-29_9264	0	Other immune
Composite-TMA-29_9266	17	Treg
Composite-TMA-29_9267	0	Other immune
Composite-TMA-29_9268	0	Other immune
Composite-TMA-29_9269	0	Other immune
Composite-TMA-29_927	2	Epithelial
Composite-TMA-29_9270	2	Epithelial
Composite-TMA-29_9271	17	Treg
Composite-TMA-29_9272	17	Treg
Composite-TMA-29_9273	2	Epithelial
Composite-TMA-29_9274	17	Treg
Composite-TMA-29_9275	0	Other immune
Composite-TMA-29_9276	0	Other immune
Composite-TMA-29_9277	0	Other immune
Composite-TMA-29_9278	2	Epithelial
Composite-TMA-29_9279	2	Epithelial
Composite-TMA-29_928	2	Epithelial
Composite-TMA-29_9282	0	Other immune
Composite-TMA-29_9283	0	Other immune
Composite-TMA-29_9284	0	Other immune
Composite-TMA-29_9287	0	Other immune
Composite-TMA-29_9289	0	Other immune
Composite-TMA-29_929	2	Epithelial
Composite-TMA-29_9290	0	Other immune
Composite-TMA-29_9291	0	Other immune
Composite-TMA-29_9292	0	Other immune
Composite-TMA-29_9294	0	Other immune
Composite-TMA-29_9295	0	Other immune
Composite-TMA-29_9297	17	Treg
Composite-TMA-29_9298	17	Treg
Composite-TMA-29_9299	17	Treg
Composite-TMA-29_93	0	Other immune
Composite-TMA-29_930	2	Epithelial
Composite-TMA-29_9300	0	Other immune
Composite-TMA-29_9301	15	Unclear
Composite-TMA-29_9302	0	Other immune
Composite-TMA-29_9304	0	Other immune
Composite-TMA-29_9305	2	Epithelial
Composite-TMA-29_9306	0	Other immune
Composite-TMA-29_9310	17	Treg
Composite-TMA-29_9311	0	Other immune
Composite-TMA-29_9313	0	Other immune
Composite-TMA-29_9314	0	Other immune
Composite-TMA-29_9316	15	Unclear
Composite-TMA-29_9318	0	Other immune
Composite-TMA-29_9319	0	Other immune
Composite-TMA-29_9320	0	Other immune
Composite-TMA-29_9322	2	Epithelial
Composite-TMA-29_9323	0	Other immune
Composite-TMA-29_9324	0	Other immune
Composite-TMA-29_9325	0	Other immune
Composite-TMA-29_9326	17	Treg
Composite-TMA-29_9327	0	Other immune
Composite-TMA-29_9329	0	Other immune
Composite-TMA-29_933	2	Epithelial
Composite-TMA-29_9331	0	Other immune
Composite-TMA-29_9332	0	Other immune
Composite-TMA-29_9334	17	Treg
Composite-TMA-29_9335	17	Treg
Composite-TMA-29_9337	2	Epithelial
Composite-TMA-29_934	2	Epithelial
Composite-TMA-29_9342	2	Epithelial
Composite-TMA-29_9344	0	Other immune
Composite-TMA-29_9349	0	Other immune
Composite-TMA-29_935	2	Epithelial
Composite-TMA-29_9352	0	Other immune
Composite-TMA-29_9353	0	Other immune
Composite-TMA-29_9354	0	Other immune
Composite-TMA-29_9355	2	Epithelial
Composite-TMA-29_9357	2	Epithelial
Composite-TMA-29_9359	0	Other immune
Composite-TMA-29_936	2	Epithelial
Composite-TMA-29_9360	0	Other immune
Composite-TMA-29_9361	0	Other immune
Composite-TMA-29_9362	0	Other immune
Composite-TMA-29_9363	0	Other immune
Composite-TMA-29_9365	17	Treg
Composite-TMA-29_9366	17	Treg
Composite-TMA-29_9367	0	Other immune
Composite-TMA-29_9368	2	Epithelial
Composite-TMA-29_937	15	Unclear
Composite-TMA-29_9371	17	Treg
Composite-TMA-29_9372	0	Other immune
Composite-TMA-29_9373	0	Other immune
Composite-TMA-29_9374	0	Other immune
Composite-TMA-29_9375	2	Epithelial
Composite-TMA-29_9376	17	Treg
Composite-TMA-29_9377	0	Other immune
Composite-TMA-29_9378	0	Other immune
Composite-TMA-29_9379	0	Other immune
Composite-TMA-29_938	2	Epithelial
Composite-TMA-29_9380	2	Epithelial
Composite-TMA-29_9381	17	Treg
Composite-TMA-29_9382	0	Other immune
Composite-TMA-29_9383	0	Other immune
Composite-TMA-29_9385	0	Other immune
Composite-TMA-29_9386	2	Epithelial
Composite-TMA-29_9388	0	Other immune
Composite-TMA-29_9389	0	Other immune
Composite-TMA-29_939	2	Epithelial
Composite-TMA-29_9390	0	Other immune
Composite-TMA-29_9391	0	Other immune
Composite-TMA-29_9392	0	Other immune
Composite-TMA-29_9393	0	Other immune
Composite-TMA-29_9394	0	Other immune
Composite-TMA-29_9396	17	Treg
Composite-TMA-29_9398	2	Epithelial
Composite-TMA-29_94	2	Epithelial
Composite-TMA-29_940	2	Epithelial
Composite-TMA-29_9400	0	Other immune
Composite-TMA-29_9403	2	Epithelial
Composite-TMA-29_9404	2	Epithelial
Composite-TMA-29_9405	17	Treg
Composite-TMA-29_9407	0	Other immune
Composite-TMA-29_9408	0	Other immune
Composite-TMA-29_9409	0	Other immune
Composite-TMA-29_941	0	Other immune
Composite-TMA-29_9410	15	Unclear
Composite-TMA-29_9411	0	Other immune
Composite-TMA-29_9412	0	Other immune
Composite-TMA-29_9413	0	Other immune
Composite-TMA-29_9415	0	Other immune
Composite-TMA-29_9416	0	Other immune
Composite-TMA-29_942	2	Epithelial
Composite-TMA-29_9420	0	Other immune
Composite-TMA-29_9421	0	Other immune
Composite-TMA-29_9423	0	Other immune
Composite-TMA-29_9424	17	Treg
Composite-TMA-29_9426	0	Other immune
Composite-TMA-29_9427	0	Other immune
Composite-TMA-29_9428	0	Other immune
Composite-TMA-29_9429	0	Other immune
Composite-TMA-29_943	0	Other immune
Composite-TMA-29_9430	0	Other immune
Composite-TMA-29_9432	2	Epithelial
Composite-TMA-29_9433	0	Other immune
Composite-TMA-29_9434	17	Treg
Composite-TMA-29_9437	0	Other immune
Composite-TMA-29_9438	2	Epithelial
Composite-TMA-29_9439	0	Other immune
Composite-TMA-29_9441	17	Treg
Composite-TMA-29_9442	0	Other immune
Composite-TMA-29_9443	0	Other immune
Composite-TMA-29_9445	17	Treg
Composite-TMA-29_9446	0	Other immune
Composite-TMA-29_9447	0	Other immune
Composite-TMA-29_9448	0	Other immune
Composite-TMA-29_9449	2	Epithelial
Composite-TMA-29_945	2	Epithelial
Composite-TMA-29_9452	2	Epithelial
Composite-TMA-29_9453	0	Other immune
Composite-TMA-29_9454	0	Other immune
Composite-TMA-29_9455	0	Other immune
Composite-TMA-29_9457	0	Other immune
Composite-TMA-29_9458	0	Other immune
Composite-TMA-29_946	2	Epithelial
Composite-TMA-29_9461	17	Treg
Composite-TMA-29_9462	17	Treg
Composite-TMA-29_9463	0	Other immune
Composite-TMA-29_9466	17	Treg
Composite-TMA-29_9469	0	Other immune
Composite-TMA-29_947	2	Epithelial
Composite-TMA-29_9470	0	Other immune
Composite-TMA-29_9471	2	Epithelial
Composite-TMA-29_9472	17	Treg
Composite-TMA-29_9473	0	Other immune
Composite-TMA-29_9475	0	Other immune
Composite-TMA-29_9476	0	Other immune
Composite-TMA-29_9477	0	Other immune
Composite-TMA-29_9478	0	Other immune
Composite-TMA-29_9479	0	Other immune
Composite-TMA-29_948	0	Other immune
Composite-TMA-29_9480	2	Epithelial
Composite-TMA-29_9481	0	Other immune
Composite-TMA-29_9482	17	Treg
Composite-TMA-29_9483	0	Other immune
Composite-TMA-29_9484	0	Other immune
Composite-TMA-29_9485	0	Other immune
Composite-TMA-29_949	2	Epithelial
Composite-TMA-29_9491	17	Treg
Composite-TMA-29_9493	0	Other immune
Composite-TMA-29_9494	0	Other immune
Composite-TMA-29_9495	0	Other immune
Composite-TMA-29_9496	0	Other immune
Composite-TMA-29_9498	2	Epithelial
Composite-TMA-29_9499	17	Treg
Composite-TMA-29_95	15	Unclear
Composite-TMA-29_950	0	Other immune
Composite-TMA-29_9500	0	Other immune
Composite-TMA-29_9503	2	Epithelial
Composite-TMA-29_9504	0	Other immune
Composite-TMA-29_9505	0	Other immune
Composite-TMA-29_9506	0	Other immune
Composite-TMA-29_9507	17	Treg
Composite-TMA-29_951	2	Epithelial
Composite-TMA-29_9511	0	Other immune
Composite-TMA-29_9514	0	Other immune
Composite-TMA-29_9515	17	Treg
Composite-TMA-29_9516	0	Other immune
Composite-TMA-29_9519	2	Epithelial
Composite-TMA-29_952	2	Epithelial
Composite-TMA-29_9521	0	Other immune
Composite-TMA-29_9523	17	Treg
Composite-TMA-29_9524	2	Epithelial
Composite-TMA-29_9525	0	Other immune
Composite-TMA-29_9526	0	Other immune
Composite-TMA-29_9527	0	Other immune
Composite-TMA-29_9528	2	Epithelial
Composite-TMA-29_953	2	Epithelial
Composite-TMA-29_9531	2	Epithelial
Composite-TMA-29_9533	0	Other immune
Composite-TMA-29_9534	0	Other immune
Composite-TMA-29_9535	17	Treg
Composite-TMA-29_9536	17	Treg
Composite-TMA-29_9537	17	Treg
Composite-TMA-29_9538	15	Unclear
Composite-TMA-29_9539	0	Other immune
Composite-TMA-29_954	2	Epithelial
Composite-TMA-29_9540	0	Other immune
Composite-TMA-29_9541	2	Epithelial
Composite-TMA-29_9543	2	Epithelial
Composite-TMA-29_9544	2	Epithelial
Composite-TMA-29_955	0	Other immune
Composite-TMA-29_9550	0	Other immune
Composite-TMA-29_9551	0	Other immune
Composite-TMA-29_9552	0	Other immune
Composite-TMA-29_9553	0	Other immune
Composite-TMA-29_9555	0	Other immune
Composite-TMA-29_9557	2	Epithelial
Composite-TMA-29_9558	0	Other immune
Composite-TMA-29_956	0	Other immune
Composite-TMA-29_9560	2	Epithelial
Composite-TMA-29_9561	0	Other immune
Composite-TMA-29_9562	0	Other immune
Composite-TMA-29_9563	2	Epithelial
Composite-TMA-29_9565	2	Epithelial
Composite-TMA-29_9567	0	Other immune
Composite-TMA-29_9568	17	Treg
Composite-TMA-29_9569	0	Other immune
Composite-TMA-29_957	0	Other immune
Composite-TMA-29_9570	0	Other immune
Composite-TMA-29_9572	2	Epithelial
Composite-TMA-29_9573	2	Epithelial
Composite-TMA-29_9574	17	Treg
Composite-TMA-29_9575	17	Treg
Composite-TMA-29_9576	0	Other immune
Composite-TMA-29_9578	0	Other immune
Composite-TMA-29_9579	0	Other immune
Composite-TMA-29_958	0	Other immune
Composite-TMA-29_9580	2	Epithelial
Composite-TMA-29_9581	0	Other immune
Composite-TMA-29_9583	2	Epithelial
Composite-TMA-29_9585	0	Other immune
Composite-TMA-29_9586	0	Other immune
Composite-TMA-29_9587	2	Epithelial
Composite-TMA-29_9588	17	Treg
Composite-TMA-29_9589	0	Other immune
Composite-TMA-29_959	0	Other immune
Composite-TMA-29_9591	0	Other immune
Composite-TMA-29_9592	0	Other immune
Composite-TMA-29_9593	0	Other immune
Composite-TMA-29_9594	0	Other immune
Composite-TMA-29_9595	0	Other immune
Composite-TMA-29_9598	17	Treg
Composite-TMA-29_9599	0	Other immune
Composite-TMA-29_960	2	Epithelial
Composite-TMA-29_9600	0	Other immune
Composite-TMA-29_9601	17	Treg
Composite-TMA-29_9602	0	Other immune
Composite-TMA-29_9603	0	Other immune
Composite-TMA-29_9605	0	Other immune
Composite-TMA-29_9606	0	Other immune
Composite-TMA-29_9607	0	Other immune
Composite-TMA-29_9608	2	Epithelial
Composite-TMA-29_961	2	Epithelial
Composite-TMA-29_9610	17	Treg
Composite-TMA-29_9612	2	Epithelial
Composite-TMA-29_9614	2	Epithelial
Composite-TMA-29_9616	0	Other immune
Composite-TMA-29_9617	2	Epithelial
Composite-TMA-29_9618	17	Treg
Composite-TMA-29_9619	0	Other immune
Composite-TMA-29_962	0	Other immune
Composite-TMA-29_9620	0	Other immune
Composite-TMA-29_9624	17	Treg
Composite-TMA-29_9625	0	Other immune
Composite-TMA-29_9627	0	Other immune
Composite-TMA-29_9628	2	Epithelial
Composite-TMA-29_963	2	Epithelial
Composite-TMA-29_9632	15	Unclear
Composite-TMA-29_9636	15	Unclear
Composite-TMA-29_9637	0	Other immune
Composite-TMA-29_9638	2	Epithelial
Composite-TMA-29_964	0	Other immune
Composite-TMA-29_9640	15	Unclear
Composite-TMA-29_9641	2	Epithelial
Composite-TMA-29_9642	0	Other immune
Composite-TMA-29_9644	2	Epithelial
Composite-TMA-29_9648	2	Epithelial
Composite-TMA-29_9649	2	Epithelial
Composite-TMA-29_965	2	Epithelial
Composite-TMA-29_9652	0	Other immune
Composite-TMA-29_9653	17	Treg
Composite-TMA-29_9654	17	Treg
Composite-TMA-29_9655	0	Other immune
Composite-TMA-29_9656	2	Epithelial
Composite-TMA-29_9657	0	Other immune
Composite-TMA-29_9658	2	Epithelial
Composite-TMA-29_9659	2	Epithelial
Composite-TMA-29_966	0	Other immune
Composite-TMA-29_9660	0	Other immune
Composite-TMA-29_9662	17	Treg
Composite-TMA-29_9663	17	Treg
Composite-TMA-29_9664	2	Epithelial
Composite-TMA-29_9665	0	Other immune
Composite-TMA-29_9667	0	Other immune
Composite-TMA-29_9669	0	Other immune
Composite-TMA-29_967	2	Epithelial
Composite-TMA-29_9671	2	Epithelial
Composite-TMA-29_9672	2	Epithelial
Composite-TMA-29_9673	2	Epithelial
Composite-TMA-29_9674	2	Epithelial
Composite-TMA-29_9675	0	Other immune
Composite-TMA-29_9677	0	Other immune
Composite-TMA-29_9678	0	Other immune
Composite-TMA-29_9679	2	Epithelial
Composite-TMA-29_968	2	Epithelial
Composite-TMA-29_9680	2	Epithelial
Composite-TMA-29_9682	17	Treg
Composite-TMA-29_9683	2	Epithelial
Composite-TMA-29_9684	0	Other immune
Composite-TMA-29_9685	0	Other immune
Composite-TMA-29_9686	0	Other immune
Composite-TMA-29_9687	0	Other immune
Composite-TMA-29_9688	0	Other immune
Composite-TMA-29_9689	2	Epithelial
Composite-TMA-29_969	17	Treg
Composite-TMA-29_9690	0	Other immune
Composite-TMA-29_9692	0	Other immune
Composite-TMA-29_9694	2	Epithelial
Composite-TMA-29_9696	17	Treg
Composite-TMA-29_9697	2	Epithelial
Composite-TMA-29_9699	17	Treg
Composite-TMA-29_97	15	Unclear
Composite-TMA-29_970	2	Epithelial
Composite-TMA-29_9700	2	Epithelial
Composite-TMA-29_9701	2	Epithelial
Composite-TMA-29_9702	2	Epithelial
Composite-TMA-29_9703	0	Other immune
Composite-TMA-29_9705	0	Other immune
Composite-TMA-29_9707	0	Other immune
Composite-TMA-29_9708	0	Other immune
Composite-TMA-29_9709	0	Other immune
Composite-TMA-29_971	2	Epithelial
Composite-TMA-29_9711	2	Epithelial
Composite-TMA-29_9713	2	Epithelial
Composite-TMA-29_9714	2	Epithelial
Composite-TMA-29_9715	17	Treg
Composite-TMA-29_9717	0	Other immune
Composite-TMA-29_9719	2	Epithelial
Composite-TMA-29_972	2	Epithelial
Composite-TMA-29_9721	17	Treg
Composite-TMA-29_9723	15	Unclear
Composite-TMA-29_9724	0	Other immune
Composite-TMA-29_9725	0	Other immune
Composite-TMA-29_9726	0	Other immune
Composite-TMA-29_9727	2	Epithelial
Composite-TMA-29_9728	2	Epithelial
Composite-TMA-29_973	2	Epithelial
Composite-TMA-29_9730	17	Treg
Composite-TMA-29_9732	15	Unclear
Composite-TMA-29_9734	0	Other immune
Composite-TMA-29_9735	2	Epithelial
Composite-TMA-29_9736	2	Epithelial
Composite-TMA-29_9737	0	Other immune
Composite-TMA-29_9738	0	Other immune
Composite-TMA-29_974	2	Epithelial
Composite-TMA-29_9741	0	Other immune
Composite-TMA-29_9742	0	Other immune
Composite-TMA-29_9744	0	Other immune
Composite-TMA-29_9745	0	Other immune
Composite-TMA-29_9746	0	Other immune
Composite-TMA-29_9747	2	Epithelial
Composite-TMA-29_9748	2	Epithelial
Composite-TMA-29_9749	0	Other immune
Composite-TMA-29_975	0	Other immune
Composite-TMA-29_9751	0	Other immune
Composite-TMA-29_9752	2	Epithelial
Composite-TMA-29_9753	2	Epithelial
Composite-TMA-29_9754	2	Epithelial
Composite-TMA-29_9755	0	Other immune
Composite-TMA-29_976	2	Epithelial
Composite-TMA-29_9760	0	Other immune
Composite-TMA-29_9762	0	Other immune
Composite-TMA-29_9763	15	Unclear
Composite-TMA-29_9764	2	Epithelial
Composite-TMA-29_9765	17	Treg
Composite-TMA-29_9768	2	Epithelial
Composite-TMA-29_977	0	Other immune
Composite-TMA-29_9770	17	Treg
Composite-TMA-29_9771	0	Other immune
Composite-TMA-29_9774	0	Other immune
Composite-TMA-29_9775	0	Other immune
Composite-TMA-29_9776	2	Epithelial
Composite-TMA-29_9777	2	Epithelial
Composite-TMA-29_9778	0	Other immune
Composite-TMA-29_978	2	Epithelial
Composite-TMA-29_9780	17	Treg
Composite-TMA-29_9781	17	Treg
Composite-TMA-29_9782	2	Epithelial
Composite-TMA-29_9783	0	Other immune
Composite-TMA-29_9784	0	Other immune
Composite-TMA-29_9785	2	Epithelial
Composite-TMA-29_9789	17	Treg
Composite-TMA-29_979	2	Epithelial
Composite-TMA-29_9790	17	Treg
Composite-TMA-29_9791	17	Treg
Composite-TMA-29_9792	0	Other immune
Composite-TMA-29_9793	2	Epithelial
Composite-TMA-29_9794	0	Other immune
Composite-TMA-29_9795	2	Epithelial
Composite-TMA-29_9797	17	Treg
Composite-TMA-29_9799	0	Other immune
Composite-TMA-29_98	0	Other immune
Composite-TMA-29_980	0	Other immune
Composite-TMA-29_9800	0	Other immune
Composite-TMA-29_9801	2	Epithelial
Composite-TMA-29_9802	2	Epithelial
Composite-TMA-29_9804	0	Other immune
Composite-TMA-29_9805	0	Other immune
Composite-TMA-29_9806	0	Other immune
Composite-TMA-29_9807	2	Epithelial
Composite-TMA-29_9808	2	Epithelial
Composite-TMA-29_9809	2	Epithelial
Composite-TMA-29_981	0	Other immune
Composite-TMA-29_9812	0	Other immune
Composite-TMA-29_9813	0	Other immune
Composite-TMA-29_9814	17	Treg
Composite-TMA-29_9816	0	Other immune
Composite-TMA-29_9817	0	Other immune
Composite-TMA-29_9818	2	Epithelial
Composite-TMA-29_9819	2	Epithelial
Composite-TMA-29_982	0	Other immune
Composite-TMA-29_9820	2	Epithelial
Composite-TMA-29_9823	2	Epithelial
Composite-TMA-29_9824	15	Unclear
Composite-TMA-29_9826	0	Other immune
Composite-TMA-29_9827	0	Other immune
Composite-TMA-29_9829	2	Epithelial
Composite-TMA-29_983	2	Epithelial
Composite-TMA-29_9830	0	Other immune
Composite-TMA-29_9831	2	Epithelial
Composite-TMA-29_9834	17	Treg
Composite-TMA-29_9837	0	Other immune
Composite-TMA-29_9838	0	Other immune
Composite-TMA-29_9839	2	Epithelial
Composite-TMA-29_984	2	Epithelial
Composite-TMA-29_9841	0	Other immune
Composite-TMA-29_9842	17	Treg
Composite-TMA-29_9843	2	Epithelial
Composite-TMA-29_9844	0	Other immune
Composite-TMA-29_9845	0	Other immune
Composite-TMA-29_9846	2	Epithelial
Composite-TMA-29_9847	2	Epithelial
Composite-TMA-29_9848	0	Other immune
Composite-TMA-29_9849	2	Epithelial
Composite-TMA-29_985	2	Epithelial
Composite-TMA-29_9850	2	Epithelial
Composite-TMA-29_9851	0	Other immune
Composite-TMA-29_9852	0	Other immune
Composite-TMA-29_9853	0	Other immune
Composite-TMA-29_9854	0	Other immune
Composite-TMA-29_9855	0	Other immune
Composite-TMA-29_9856	0	Other immune
Composite-TMA-29_9857	2	Epithelial
Composite-TMA-29_9859	17	Treg
Composite-TMA-29_986	2	Epithelial
Composite-TMA-29_9862	2	Epithelial
Composite-TMA-29_9863	2	Epithelial
Composite-TMA-29_9865	2	Epithelial
Composite-TMA-29_9866	17	Treg
Composite-TMA-29_9867	17	Treg
Composite-TMA-29_9868	15	Unclear
Composite-TMA-29_9869	0	Other immune
Composite-TMA-29_987	2	Epithelial
Composite-TMA-29_9870	0	Other immune
Composite-TMA-29_9871	0	Other immune
Composite-TMA-29_9872	2	Epithelial
Composite-TMA-29_9873	2	Epithelial
Composite-TMA-29_9874	0	Other immune
Composite-TMA-29_9875	0	Other immune
Composite-TMA-29_9876	0	Other immune
Composite-TMA-29_9877	2	Epithelial
Composite-TMA-29_9879	17	Treg
Composite-TMA-29_988	2	Epithelial
Composite-TMA-29_9880	17	Treg
Composite-TMA-29_9881	17	Treg
Composite-TMA-29_9882	0	Other immune
Composite-TMA-29_9883	0	Other immune
Composite-TMA-29_9884	0	Other immune
Composite-TMA-29_9885	2	Epithelial
Composite-TMA-29_9886	0	Other immune
Composite-TMA-29_9887	2	Epithelial
Composite-TMA-29_9888	0	Other immune
Composite-TMA-29_9889	17	Treg
Composite-TMA-29_989	2	Epithelial
Composite-TMA-29_9890	17	Treg
Composite-TMA-29_9891	17	Treg
Composite-TMA-29_9892	0	Other immune
Composite-TMA-29_9893	0	Other immune
Composite-TMA-29_9894	2	Epithelial
Composite-TMA-29_9897	0	Other immune
Composite-TMA-29_9898	17	Treg
Composite-TMA-29_9899	0	Other immune
Composite-TMA-29_990	2	Epithelial
Composite-TMA-29_9902	2	Epithelial
Composite-TMA-29_9903	17	Treg
Composite-TMA-29_9904	2	Epithelial
Composite-TMA-29_9905	2	Epithelial
Composite-TMA-29_9908	0	Other immune
Composite-TMA-29_9909	0	Other immune
Composite-TMA-29_991	2	Epithelial
Composite-TMA-29_9910	0	Other immune
Composite-TMA-29_9912	0	Other immune
Composite-TMA-29_9915	0	Other immune
Composite-TMA-29_9916	2	Epithelial
Composite-TMA-29_9917	0	Other immune
Composite-TMA-29_9919	17	Treg
Composite-TMA-29_992	0	Other immune
Composite-TMA-29_9920	0	Other immune
Composite-TMA-29_9921	2	Epithelial
Composite-TMA-29_9924	0	Other immune
Composite-TMA-29_9925	2	Epithelial
Composite-TMA-29_9926	2	Epithelial
Composite-TMA-29_993	2	Epithelial
Composite-TMA-29_9930	17	Treg
Composite-TMA-29_9932	0	Other immune
Composite-TMA-29_9933	0	Other immune
Composite-TMA-29_9934	0	Other immune
Composite-TMA-29_9935	2	Epithelial
Composite-TMA-29_9937	0	Other immune
Composite-TMA-29_9939	2	Epithelial
Composite-TMA-29_994	0	Other immune
Composite-TMA-29_9940	2	Epithelial
Composite-TMA-29_9941	0	Other immune
Composite-TMA-29_9942	2	Epithelial
Composite-TMA-29_9944	2	Epithelial
Composite-TMA-29_9945	2	Epithelial
Composite-TMA-29_9946	2	Epithelial
Composite-TMA-29_9948	0	Other immune
Composite-TMA-29_995	2	Epithelial
Composite-TMA-29_9950	17	Treg
Composite-TMA-29_9951	0	Other immune
Composite-TMA-29_9952	0	Other immune
Composite-TMA-29_9954	0	Other immune
Composite-TMA-29_9955	0	Other immune
Composite-TMA-29_9956	0	Other immune
Composite-TMA-29_9957	0	Other immune
Composite-TMA-29_9958	0	Other immune
Composite-TMA-29_9959	0	Other immune
Composite-TMA-29_9960	0	Other immune
Composite-TMA-29_9961	0	Other immune
Composite-TMA-29_9963	2	Epithelial
Composite-TMA-29_9965	0	Other immune
Composite-TMA-29_9966	0	Other immune
Composite-TMA-29_9967	2	Epithelial
Composite-TMA-29_997	2	Epithelial
Composite-TMA-29_9970	17	Treg
Composite-TMA-29_9971	17	Treg
Composite-TMA-29_9972	0	Other immune
Composite-TMA-29_9973	2	Epithelial
Composite-TMA-29_9974	2	Epithelial
Composite-TMA-29_9975	2	Epithelial
Composite-TMA-29_9976	0	Other immune
Composite-TMA-29_9977	2	Epithelial
Composite-TMA-29_9979	0	Other immune
Composite-TMA-29_998	2	Epithelial
Composite-TMA-29_9981	17	Treg
Composite-TMA-29_9985	0	Other immune
Composite-TMA-29_9986	0	Other immune
Composite-TMA-29_9987	0	Other immune
Composite-TMA-29_9988	2	Epithelial
Composite-TMA-29_999	2	Epithelial
Composite-TMA-29_9990	17	Treg
Composite-TMA-29_9991	17	Treg
Composite-TMA-29_9992	2	Epithelial
Composite-TMA-29_9993	0	Other immune
Composite-TMA-29_9994	17	Treg
Composite-TMA-29_9996	0	Other immune
Composite-TMA-29_9998	2	Epithelial
Composite-TMA-29_9999	0	Other immune
Composite-TMA-27_100	10	Epithelial proliferative
Composite-TMA-27_1000	5	Epithelial
Composite-TMA-27_10001	3	Epithelial proliferative
Composite-TMA-27_10003	5	Epithelial
Composite-TMA-27_10004	15	Unclear
Composite-TMA-27_10005	10	Epithelial proliferative
Composite-TMA-27_1001	15	Unclear
Composite-TMA-27_10010	3	Epithelial proliferative
Composite-TMA-27_10011	3	Epithelial proliferative
Composite-TMA-27_10012	3	Epithelial proliferative
Composite-TMA-27_10013	3	Epithelial proliferative
Composite-TMA-27_10015	3	Epithelial proliferative
Composite-TMA-27_10016	10	Epithelial proliferative
Composite-TMA-27_10017	5	Epithelial
Composite-TMA-27_10018	11	Epithelial I-P
Composite-TMA-27_1002	7	Epithelial
Composite-TMA-27_10021	3	Epithelial proliferative
Composite-TMA-27_10022	3	Epithelial proliferative
Composite-TMA-27_10024	3	Epithelial proliferative
Composite-TMA-27_10025	3	Epithelial proliferative
Composite-TMA-27_10026	10	Epithelial proliferative
Composite-TMA-27_10028	3	Epithelial proliferative
Composite-TMA-27_10029	5	Epithelial
Composite-TMA-27_1003	5	Epithelial
Composite-TMA-27_10030	3	Epithelial proliferative
Composite-TMA-27_10031	11	Epithelial I-P
Composite-TMA-27_10032	11	Epithelial I-P
Composite-TMA-27_10033	3	Epithelial proliferative
Composite-TMA-27_10034	15	Unclear
Composite-TMA-27_10035	10	Epithelial proliferative
Composite-TMA-27_10036	5	Epithelial
Composite-TMA-27_10037	3	Epithelial proliferative
Composite-TMA-27_10038	10	Epithelial proliferative
Composite-TMA-27_10039	3	Epithelial proliferative
Composite-TMA-27_10040	3	Epithelial proliferative
Composite-TMA-27_10041	3	Epithelial proliferative
Composite-TMA-27_10042	5	Epithelial
Composite-TMA-27_10043	10	Epithelial proliferative
Composite-TMA-27_10044	5	Epithelial
Composite-TMA-27_10046	3	Epithelial proliferative
Composite-TMA-27_10048	5	Epithelial
Composite-TMA-27_10049	10	Epithelial proliferative
Composite-TMA-27_1005	7	Epithelial
Composite-TMA-27_10050	3	Epithelial proliferative
Composite-TMA-27_10051	10	Epithelial proliferative
Composite-TMA-27_10052	3	Epithelial proliferative
Composite-TMA-27_10055	3	Epithelial proliferative
Composite-TMA-27_10056	5	Epithelial
Composite-TMA-27_10058	3	Epithelial proliferative
Composite-TMA-27_10059	3	Epithelial proliferative
Composite-TMA-27_10064	10	Epithelial proliferative
Composite-TMA-27_10065	5	Epithelial
Composite-TMA-27_10066	5	Epithelial
Composite-TMA-27_10067	3	Epithelial proliferative
Composite-TMA-27_10068	11	Epithelial I-P
Composite-TMA-27_10071	3	Epithelial proliferative
Composite-TMA-27_10072	5	Epithelial
Composite-TMA-27_10074	5	Epithelial
Composite-TMA-27_10076	11	Epithelial I-P
Composite-TMA-27_10077	3	Epithelial proliferative
Composite-TMA-27_10078	10	Epithelial proliferative
Composite-TMA-27_10079	3	Epithelial proliferative
Composite-TMA-27_1008	7	Epithelial
Composite-TMA-27_10080	5	Epithelial
