cell_id	cell_type	annotator
LiveCell_T_BB193_Plate2_clustered_cell_392	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11255	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_2450	Macrophage	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_623	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_988	Stromal	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_414	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_2076	Epithelial (basal)	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2607	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10047	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3695	Macrophage	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1326	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_7700	Endothelial	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_1116	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_7866	Endothelial	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_1277	Unclear	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_387	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3621	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_151	Epithelial (basal)	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_73	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1078	Epithelial (basal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12181	Epithelial (basal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6828	Epithelial (luminal)	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_1	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_2817	T cells	Annotator-2
LiveCell_T_BB028_Plate2_clustered_cell_556	Endothelial	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_2363	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8166	T cells	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_452	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6777	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3592	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_2356	Unclear	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_1079	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9350	Stromal	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_959	Epithelial (luminal)	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2397	Epithelial (luminal)	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_191	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6277	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10748	Unclear	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3685	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1217	Epithelial (luminal)	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_4426	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_585	Endothelial	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1174	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12839	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_2259	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9154	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8474	Macrophage	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_98	Endothelial	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1956	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10650	Unclear	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_549	Endothelial	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3195	Epithelial (luminal)	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_516	Epithelial (basal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8381	Epithelial (basal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12837	Endothelial	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_132	Epithelial (luminal)	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1954	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_4162	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12297	Epithelial (basal)	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_840	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_2698	Unclear	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_2589	Endothelial	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1948	Epithelial (basal)	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1708	Epithelial (luminal)	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_1257	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9031	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3607	T cells	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_829	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1241	Macrophage	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_1708	T cells	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_919	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8720	T cells	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_601	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8717	Unclear	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1562	Stromal	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_160	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10174	T cells	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1204	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1708	Stromal	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_2213	Macrophage	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_641	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_2772	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3820	Epithelial (luminal)	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_965	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1519	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10197	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10928	T cells	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_396	Stromal	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3032	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3361	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_4984	Endothelial	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_360	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12235	Endothelial	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_484	Unclear	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_447	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3431	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9366	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10400	Epithelial (basal)	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3788	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2192	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12789	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8364	Unclear	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_1998	Epithelial (luminal)	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_1960	Unclear	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_34	T cells	Annotator-2
LiveCell_T_BB145_Plate1_clustered_cell_76	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2912	Stromal	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_883	Stromal	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_976	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6274	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8624	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1712	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3139	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3092	Unclear	Annotator-2
LiveCell_T_BB046a_Plate1_clustered_cell_2031	Epithelial (luminal)	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_8133	Unclear	Annotator-2
LiveCell_T_BB236_Plate2_clustered_cell_868	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2030	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_6222	T cells	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_75	Endothelial	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_3600	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_11206	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9380	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_1815	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5377	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2837	Unclear	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_3446	Macrophage	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_841	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12232	Macrophage	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5814	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9974	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_4385	Unclear	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5998	Macrophage	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_618	Macrophage	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_342	T cells	Annotator-2
LiveCell_T_BB155_Plate1_clustered_cell_358	T cells	Annotator-2
LiveCell_T_BB055_Plate1_clustered_cell_495	Macrophage	Annotator-2
LiveCell_N_BB227_Plate2_clustered_cell_2330	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2396	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_12113	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_5347	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_9022	T cells	Annotator-2
LiveCell_T_BB072_Plate2_clustered_cell_2185	T cells	Annotator-2
LiveCell_T_BB099_Plate1_clustered_cell_10549	T cells	Annotator-2
LiveCell_T_BB028_Plate2_clustered_cell_339	T cells	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_1492	T cells	Annotator-2
LiveCell_T_BB193_Plate2_clustered_cell_143	T cells	Annotator-2
