cell_id	cell_type	annotator
LiveCell_T_BB236_Plate2_clustered_cell_1198	Endothelial	Annotator-1
LiveCell_T_BB046a_Plate1_clustered_cell_1014	Epithelial (luminal)	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_6012	T cells	Annotator-1
LiveCell_T_BB155_Plate1_clustered_cell_21	T cells	Annotator-1
LiveCell_T_BB193_Plate2_clustered_cell_694	Stromal	Annotator-1
LiveCell_T_BB193_Plate2_clustered_cell_321	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_449	Unclear	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_988	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_8127	Unclear	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_2208	Unclear	Annotator-1
LiveCell_T_BB193_Plate2_clustered_cell_2090	T cells	Annotator-1
LiveCell_T_BB046a_Plate1_clustered_cell_2019	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_11343	Endothelial	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_8749	Unclear	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_539	Unclear	Annotator-1
LiveCell_T_BB046a_Plate1_clustered_cell_248	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_12235	T cells	Annotator-1
LiveCell_T_BB046a_Plate1_clustered_cell_1314	Epithelial (luminal)	Annotator-1
LiveCell_T_BB046a_Plate1_clustered_cell_113	Epithelial (luminal)	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_4380	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_2346	Unclear	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_1204	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_8364	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_2512	Unclear	Annotator-1
LiveCell_T_BB028_Plate2_clustered_cell_339	T cells	Annotator-1
LiveCell_T_BB236_Plate2_clustered_cell_392	T cells	Annotator-1
LiveCell_T_BB055_Plate1_clustered_cell_474	T cells	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_639	T cells	Annotator-1
LiveCell_T_BB046a_Plate1_clustered_cell_1998	Epithelial (luminal)	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_2450	Stromal	Annotator-1
LiveCell_T_BB193_Plate2_clustered_cell_495	Unclear	Annotator-1
LiveCell_T_BB055_Plate1_clustered_cell_655	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_10253	Unclear	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_2758	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_3081	Stromal	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_1060	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_2779	Endothelial	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_840	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_8878	Stromal	Annotator-1
LiveCell_T_BB046a_Plate1_clustered_cell_471	T cells	Annotator-1
LiveCell_T_BB046a_Plate1_clustered_cell_1012	Epithelial (luminal)	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_1078	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_4012	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_9031	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_12032	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_8474	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_10458	T cells	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_2607	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_11533	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_11206	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_9154	Epithelial (luminal)	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_3695	Stromal	Annotator-1
LiveCell_T_BB236_Plate2_clustered_cell_976	Endothelial	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_2454	Unclear	Annotator-1
LiveCell_T_BB193_Plate2_clustered_cell_588	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_4441	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_496	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_12164	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_130	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_8089	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_11747	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_10035	Unclear	Annotator-1
LiveCell_T_BB046a_Plate1_clustered_cell_1657	Epithelial (luminal)	Annotator-1
LiveCell_T_BB155_Plate1_clustered_cell_1270	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_11488	Unclear	Annotator-1
LiveCell_T_BB236_Plate2_clustered_cell_965	T cells	Annotator-1
LiveCell_T_BB193_Plate2_clustered_cell_392	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_5651	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_3276	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_8451	T cells	Annotator-1
LiveCell_T_BB193_Plate2_clustered_cell_2311	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_1493	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_7172	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_5998	Unclear	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_2211	Unclear	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_549	Endothelial	Annotator-1
LiveCell_T_BB236_Plate2_clustered_cell_1141	Endothelial	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_3305	Unclear	Annotator-1
LiveCell_T_BB236_Plate2_clustered_cell_985	Endothelial	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_8785	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_4944	Stromal	Annotator-1
LiveCell_T_BB193_Plate2_clustered_cell_1492	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_2998	Stromal	Annotator-1
LiveCell_T_BB193_Plate2_clustered_cell_28	Endothelial	Annotator-1
LiveCell_T_BB193_Plate2_clustered_cell_1721	T cells	Annotator-1
LiveCell_T_BB236_Plate2_clustered_cell_868	T cells	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_2096	Endothelial	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_7976	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_3789	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_623	Epithelial (luminal)	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_585	Stromal	Annotator-1
LiveCell_T_BB046a_Plate1_clustered_cell_847	Epithelial (luminal)	Annotator-1
LiveCell_T_BB193_Plate2_clustered_cell_1079	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_3032	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_3315	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_4131	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_5229	Stromal	Annotator-1
LiveCell_T_BB155_Plate1_clustered_cell_89	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_13	Stromal	Annotator-1
LiveCell_T_BB193_Plate2_clustered_cell_2239	Unclear	Annotator-1
LiveCell_T_BB236_Plate2_clustered_cell_1137	T cells	Annotator-1
LiveCell_T_BB236_Plate2_clustered_cell_69	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_6222	T cells	Annotator-1
LiveCell_T_BB236_Plate2_clustered_cell_1039	Epithelial (luminal)	Annotator-1
LiveCell_T_BB055_Plate1_clustered_cell_641	Endothelial	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_9431	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_3788	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_12298	Stromal	Annotator-1
LiveCell_T_BB055_Plate1_clustered_cell_34	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_2383	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_8717	Unclear	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_1948	Endothelial	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_8931	Stromal	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_4119	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_11255	T cells	Annotator-1
LiveCell_T_BB145_Plate1_clustered_cell_313	T cells	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_3025	T cells	Annotator-1
LiveCell_T_BB236_Plate2_clustered_cell_219	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_4858	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_8855	Epithelial (luminal)	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_955	Epithelial (basal)	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_3250	Unclear	Annotator-1
LiveCell_T_BB236_Plate2_clustered_cell_31	Endothelial	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_12143	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_2744	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_4045	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_11052	Unclear	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_10047	Epithelial (luminal)	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_7700	Epithelial (basal)	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_1835	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_2212	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_2076	Unclear	Annotator-1
LiveCell_N_BB227_Plate2_clustered_cell_31	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_3919	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_11707	Stromal	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_494	T cells	Annotator-1
LiveCell_T_BB046a_Plate1_clustered_cell_1706	Epithelial (luminal)	Annotator-1
LiveCell_T_BB028_Plate2_clustered_cell_219	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_3984	Stromal	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_6277	T cells	Annotator-1
LiveCell_T_BB099_Plate1_clustered_cell_2568	Unclear	Annotator-1
LiveCell_T_BB072_Plate2_clustered_cell_3060	Endothelial	Annotator-1
LiveCell_T_BB236_Plate2_clustered_cell_98	Endothelial	Annotator-1
